Use Group,Use Header,Use Name,Use NAICS Code,NAICS Notes,NAICS to subtract,NAICS_Type,Zoning District,Permitted Value
IV(C),Renewable Energy and Green Infrastructure,Public bicycle and micromobility parking,,,,0,R8,–
IV(C),Renewable Energy and Green Infrastructure,"Recycling, or organic material, receiving",,,,0,R8,–
V,Transient Accommodations,#Motels#,,,,0,R8,–
V,Transient Accommodations,Overnight camps,,,,0,R8,○
V,Transient Accommodations,#Tourist cabins#,,,,0,R8,–
V,Transient Accommodations,#Transient hotels#,,,,0,R8,–
VI Retail,Motor Vehicle and Parts Dealer (441),Automobile dealers (4411),4411,,,1,R8,–
VI Retail,Motor Vehicle and Parts Dealer (441),Boat dealers (441222),441222,,,1,R8,–
VI Retail,Motor Vehicle and Parts Dealer (441),All other motor vehicle dealers (in 4412),in 4412,4412 minus 441222,441222.0,3,R8,–
VI Retail,Motor Vehicle and Parts Dealer (441),"Automotive parts, accessories and tire retailers (4413)",4413,,,1,R8,–
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),"Lumber yards, retail (in 444180)",in 444180,444180 (Lumber retailing yards),,0,R8,–
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),All other building material and supplies dealers (in 4441),in 4441,4441 minus 444180,444180.0,3,R8,–
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),Lawn and garden equipment and supplies retailers (4442),4442,,,1,R8,–
VI Retail,Food and Beverage Retailers (445),Grocery and convenience retailers (4451),4451,,,1,R8,–
VI Retail,Food and Beverage Retailers (445),Specialty food retailers (4452),4452,,,1,R8,–
VI Retail,Food and Beverage Retailers (445),"Beer, wine and liquor retailers (4453)",4453,,,1,R8,–
VI Retail,"Furniture, Home Furnishings, Electronics, and Appliance Retailers (449)",Furniture and home furnishing retailers (4491),4491,,,1,R8,–
VI Retail,"Furniture, Home Furnishings, Electronics, and Appliance Retailers (449)",Electronics and appliance retailers (4492),4492,,,1,R8,–
VI Retail,General Merchandise Retailers (455),Department stores (4551),4551,,,1,R8,–
VI Retail,General Merchandise Retailers (455),"Warehouse clubs, supercenters, and other general merchandise retailers (4552)",4552,,,1,R8,–
VI Retail,Health and Personal Care Retailers (456),Health and personal care retailers (4561),4561,,,1,R8,–
VI Retail,Gasoline Stations and Fuel Dealers (457),#Automotive service stations#,4571,,,0,R8,–
VI Retail,Gasoline Stations and Fuel Dealers (457),Electric vehicle charging and battery swapping,4571,,,0,R8,–
VI Retail,Gasoline Stations and Fuel Dealers (457),Boat fuel sales,4571,,,0,R8,–
VI Retail,Gasoline Stations and Fuel Dealers (457),Fuel dealers (4572),4572,,,1,R8,–
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)",Clothing and clothing accessories retailers (4581),4581,,,1,R8,–
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)",Shoe retailers (4582),4582,,,1,R8,–
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)","Jewelry, luggage, and leather goods retailers (4583)",4583,,,1,R8,–
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Sporting goods retailers (45911),45911,,,1,R8,–
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",All other hobby and musical instrument retailers (in 4591),in 4591,4591 minus 45911,45911.0,3,R8,–
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Book retailers,4592,,,0,R8,–
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",News dealers,4592,,,0,R8,–
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Florists (4593),4593,,,1,R8,–
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)","Office supplies, stationary, and gift retailers (4594)",4594,,,1,R8,–
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Used merchandise retailers (4595),4595,,,1,R8,–
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Miscellaneous retailers (4599),4599,,,1,R8,–
VI Services,Postal Service (491) / Couriers and Messengers (492),Postal service (4911),4911,,,1,R8,–
VI Services,Postal Service (491) / Couriers and Messengers (492),Couriers and express delivery services (4921),4921,,,1,R8,–
VI Services,Postal Service (491) / Couriers and Messengers (492),Local messengers and local delivery (4922),4922,,,1,R8,–
VI Services,Telecommunications (517),Wired and wireless telecommunications (5171),5171,,,1,R8,–
VI Services,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services (518)","Computing infrastructure providers, data processing, web hosting, and related services (5182)",5182,,,1,R8,–
VI Services,Credit Intermediation and Related Activities (522),"Savings, loan and other financial services (5221, 5222 and 5223)","5221, 5222 and 5223",5221,,2,R8,–
VI Services,Credit Intermediation and Related Activities (522),"Savings, loan and other financial services (5221, 5222 and 5223)","5221, 5222 and 5223",5222,,2,R8,–
VI Services,Credit Intermediation and Related Activities (522),"Savings, loan and other financial services (5221, 5222 and 5223)","5221, 5222 and 5223",5223,,2,R8,–
VI Services,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities (523)","Securities, commodity contracts, and other financial investments and related activities (5231, 5232 and 5239)","5231, 5232 and 5239",5231,,2,R8,–
VI Services,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities (523)","Securities, commodity contracts, and other financial investments and related activities (5231, 5232 and 5239)","5231, 5232 and 5239",5232,,2,R8,–
VI Services,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities (523)","Securities, commodity contracts, and other financial investments and related activities (5231, 5232 and 5239)","5231, 5232 and 5239",5239,,2,R8,–
VI Services,Insurance Carriers and Related Activities (524),Insurance carriers and related activities (5241 and 5242),5241 and 5242,5241,,2,R8,–
VI Services,Insurance Carriers and Related Activities (524),Insurance carriers and related activities (5241 and 5242),5241 and 5242,5242,,2,R8,–
VI Services,"Funds, Trusts and Other Financial Vehicles (525)","Funds, trusts and other financial vehicles (5251 and 5259)",5251 and 5259,5251,,2,R8,–
VI Services,"Funds, Trusts and Other Financial Vehicles (525)","Funds, trusts and other financial vehicles (5251 and 5259)",5251 and 5259,5259,,2,R8,–
VI Services,Real Estate (531),"Real estate (5311, 5312, and 5313)","5311, 5312, and 5313",5311,,2,R8,–
VI Services,Real Estate (531),"Real estate (5311, 5312, and 5313)","5311, 5312, and 5313",5312,,2,R8,–
VI Services,Real Estate (531),"Real estate (5311, 5312, and 5313)","5311, 5312, and 5313",5313,,2,R8,–
VI Services,Rental and Leasing Services (532),Automotive equipment rental and leasing (5321),5321,,,1,R8,–
VI Services,Rental and Leasing Services (532),Consumer electronics and appliances rental (53221),53221,,,1,R8,–
VI Services,Rental and Leasing Services (532),Recreational goods rental (532284),532284,,,1,R8,–
VI Services,Rental and Leasing Services (532),All other consumer goods rentals (in 5322),in 5322,"5322 minus 53221, 532284",53221.0,3,R8,–
VI Services,Rental and Leasing Services (532),All other consumer goods rentals (in 5322),in 5322,"5322 minus 53221, 532284",532284.0,3,R8,–
VI Services,Rental and Leasing Services (532),General rental centers (5323),5323,,,1,R8,–
VI Services,Rental and Leasing Services (532),Commercial and industrial machinery and equipment rental and leasing (5324),5324,,,1,R8,–
VI Services,"Professional, Scientific, and Technical Services (541)",Veterinary services (54194),54194,,,1,R8,–
VI Services,"Professional, Scientific, and Technical Services (541)","All other professional, scientific, and technical services (in 541)",in 541,541 minus 54194,54194.0,3,R8,–
VI Services,Management of Companies and Enterprises (551),Management of companies and enterprises (5511),5511,,,1,R8,–
VI Services,Administrative and Support Services (561),Travel and reservation services (5615),5615,,,1,R8,–
VI Services,Administrative and Support Services (561),Carpet and upholstery cleaning services (56174),56174,,,1,R8,–
VI Services,Administrative and Support Services (561),All other services to buildings and dwellings (in 5617),in 5617,5617 minus 56174,56174.0,3,R8,–
VI Services,Administrative and Support Services (561),All other administrative and support services (in 561),in 561,"561 minus 5615, 5617",5615.0,3,R8,–
VI Services,Administrative and Support Services (561),All other administrative and support services (in 561),in 561,"561 minus 5615, 5617",5617.0,3,R8,–
VI Services,Educational Services (611),Business schools and computer and management training (6114),6114,,,1,R8,–
VI Services,Educational Services (611),Technical and trade schools (6115),6115,,,1,R8,–
VI Services,Educational Services (611),All other schools and instruction (6116 and 6117),6116 and 6117,6116,,2,R8,–
VI Services,Educational Services (611),All other schools and instruction (6116 and 6117),6116 and 6117,6117,,2,R8,–
VI Services,Food Services and Drinking Places (722),Special food services (7223),7223,,,1,R8,–
VI Services,Food Services and Drinking Places (722),Eating or drinking establishments (7224 and 7225),7224 and 7225,7224,,2,R8,–
VI Services,Food Services and Drinking Places (722),Eating or drinking establishments (7224 and 7225),7224 and 7225,7225,,2,R8,–
VI Services,Repair and Maintenance (811),#Heavy motor vehicle repair and maintenance shops#,8111,,,0,R8,–
VI Services,Repair and Maintenance (811),#Light motor vehicle repair and maintenance shops#,8111,,,0,R8,–
VI Services,Repair and Maintenance (811),Car washes (811192),811192,,,1,R8,–
VI Services,Repair and Maintenance (811),Electronic and precision equipment repair and maintenance (8112),8112,,,1,R8,–
VI Services,Repair and Maintenance (811),Commercial and industrial machinery and equipment repair and maintenance (8113),8113,,,1,R8,–
VI Services,Repair and Maintenance (811),Bicycle repair,8114,,,0,R8,–
VI Services,Repair and Maintenance (811),Recreational boat repair,8114,,,0,R8,–
VI Services,Repair and Maintenance (811),Home and garden equipment and appliance repair and maintenance (81141),81141,,,1,R8,–
VI Services,Repair and Maintenance (811),All other personal and household goods repair and maintenance (in 8114),in 8114,"8114 minus 81141, 81149 (boats, bikes only)",,0,R8,–
VI Services,Personal and Laundry Services (812),#Health and fitness establishments#,8121,,,0,R8,–
VI Services,Personal and Laundry Services (812),All other personal care services (in 8121),in 8121,8121 minus health and fitness,,0,R8,–
VI Services,Personal and Laundry Services (812),Funeral homes and funeral services (81221),81221,,,0,R8,–
VI Services,Personal and Laundry Services (812),Crematoriums,8122,,,0,R8,–
VI Services,Personal and Laundry Services (812),Personal laundry services,8123,,,0,R8,–
VI Services,Personal and Laundry Services (812),Personal dry cleaning services,8123,,,0,R8,–
VI Services,Personal and Laundry Services (812),Industrial dry cleaning and laundry services,8123,,,0,R8,–
VI Services,Personal and Laundry Services (812),Pet care services (81291),81291,,,1,R8,–
VI Services,Personal and Laundry Services (812),All other personal services (in 8129),in 8129,8129 minus 81291,81291.0,3,R8,–
VII,Laboratories,Laboratories,,,,0,R8,○
VII,Offices,"Offices, business, professional including ambulatory diagnostic or treatment health care, or governmental",,,,0,R8,○
VIII,Amusement and Recreation Facilities,#Amusement or recreation facilities#,,"71312, 71394 (except health and fitness), 71399(all others)",,0,R8,–
VIII,Amusement and Recreation Facilities,#Select entertainment facilities#,,"71395, 71399(Billiard parlors, Escape rooms, Racetracks, slot car (i.e., amusement devices))",,0,R8,–
VIII,Amusement and Recreation Facilities,#Outdoor amusement parks#,,71311,,0,R8,–
VIII,Art Galleries and Studios,Art galleries,,,,0,R8,–
VIII,Art Galleries and Studios,"Art, music, dancing or theatrical studios",,,,0,R8,–
VIII,Art Galleries and Studios,Production or entertainment studios,,,,0,R8,–
VIII,Entertainment and Sporting Venues,Arenas or auditoriums,,,,0,R8,–
VIII,Entertainment and Sporting Venues,Drive-in theaters,,,,0,R8,–
VIII,Entertainment and Sporting Venues,Racetracks,,,,0,R8,–
VIII,Entertainment and Sporting Venues,Stadiums,,,,0,R8,–
VIII,Entertainment and Sporting Venues,Theaters,,,,0,R8,–
VIII,Other Assembly Spaces,"Banquet, function or reception halls",,,,0,R8,–
VIII,Other Assembly Spaces,Gaming facilities,,,,0,R8,–
VIII,Other Assembly Spaces,Historical exhibits,,,,0,R8,–
VIII,Other Assembly Spaces,Meeting halls,,,,0,R8,–
VIII,Other Assembly Spaces,Non-commercial clubs,,,,0,R8,–
VIII,Other Assembly Spaces,Observation decks,,,,0,R8,–
VIII,Other Assembly Spaces,Outdoor day camps,,,,0,R8,○
VIII,Other Assembly Spaces,Publicly accessible spaces,,,,0,R8,–
VIII,Other Assembly Spaces,Riding academies or stables,,,,0,R8,○
VIII,Other Assembly Spaces,Trade expositions,,,,0,R8,–
IX(A),General Storage,Building materials or contractors' yard,,,,0,R8,–
IX(A),General Storage,"Depositories for storage of office records, microfilm or computer tapes, or for data processing",,,,0,R8,–
IX(A),General Storage,Micro-distribution facility,,,,0,R8,–
IX(A),General Storage,Moving or storage offices,,,,0,R8,–
IX(A),General Storage,#Self-service storage facility#,,,,0,R8,–
IX(A),General Storage,Trucking terminals or motor freight stations,,,,0,R8,–
IX(A),General Storage,Warehouses,,,,0,R8,–
IX(A),General Storage,Wholesale establishments,,,,0,R8,–
IX(B),Specialized Storage,Coal or gas storage,,,,0,R8,–
IX(B),Specialized Storage,"Explosives storage, when not prohibited by other ordinances",,,,0,R8,–
IX(B),Specialized Storage,Grain storage,,,,0,R8,–
